ReporterName,PartnerName,1988 in 1000 USD ,1989 in 1000 USD ,1990 in 1000 USD ,1991 in 1000 USD ,1992 in 1000 USD ,1993 in 1000 USD ,1994 in 1000 USD ,1995 in 1000 USD ,1996 in 1000 USD ,1997 in 1000 USD ,1998 in 1000 USD ,1999 in 1000 USD ,2000 in 1000 USD ,2001 in 1000 USD ,2002 in 1000 USD ,2003 in 1000 USD ,2004 in 1000 USD ,2005 in 1000 USD ,2006 in 1000 USD ,2007 in 1000 USD ,2008 in 1000 USD ,2009 in 1000 USD ,2010 in 1000 USD ,2011 in 1000 USD ,2012 in 1000 USD ,2013 in 1000 USD ,2014 in 1000 USD ,2015 in 1000 USD ,2016 in 1000 USD ,2017 in 1000 USD ,2018 in 1000 USD 
Aruba,Argentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,0,0,0,0,0,0
Aruba,China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253,0,0
Aruba,Colombia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.614,1.008,0.307,0,0,0,0,0,0,0
Aruba,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101,0,0,0,0,0,0
Aruba,Jamaica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.429,274.082,164.392,79.827,0,0,0,0,0,0
Aruba,Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.522,16.491,1.172,3.258,3.459,0,0,1.554,0,0
Aruba,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,0,0,0,0.164,162.738,290.035,212.617,174.749,0
Aruba,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.394,5.322,6.358,11.238,3.396,0
Aruba,Venezuela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0,0.101,0,0,0,0,0
Aruba,China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0
Aruba,Curaçao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302,0,0,0,0,0
Aruba,Jamaica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.982,52.249,26.956,0,0,0,0,0,0,0
Aruba,Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302,0.009,0,0.224,0,0,0,0.944,0.625,0
Aruba,Peru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.825,0,0.194,0.051,0,0,0,0,0,0
Aruba,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153,0,0.289,0.011,0.566,0.941,0.744,0.075,5.03,0
Aruba,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.498,0.302,0,0.808,0.869,1.121,0,0.107,0,0
Angola,United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0,0,0
Angola,Argentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1263.625,0,0,0,0,0,0,0,0,0,0,0
Angola,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.489,0,0,0,0
Angola,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571,0,0.118,0,0.607,4.81,0.932,0.065,0,0,0,0
Angola,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.185,1.024,0.019,0,0,0,0,0,0
Angola,Lebanon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0.018,0,0,0,0,0,0,0
Angola,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0,0,0,0,0,0,0,0
Angola,Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0,0,0,0
Angola,Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386,0,0,0,0
Angola,South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.256,0,0,0,0,0,0,0,0,0
Angola,United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.896,0,0,0,0,0
Angola,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.049,0.023,0,0,1.129,0.418,0,0,0,0
Angola,"Congo, Rep.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,23.33,0,0,0,0,0,0,0,0
Angola,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.374,0,0,1.139,0,0,0
Angola,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0,0,0.147,0.068,0.118,0.188,0.315,0,0,0,0
Angola,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194,0,0,0,0,0,0
Angola,Israel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.7,0,0,0,0,0,0,0,0,0,0,0
Angola,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0,0,0,0,0,0,0,0
Angola,Lebanon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,0,0.142,0.436,0.119,0,0,0,0,0
Angola,Namibia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.047,0,0,0.019,0,0,0,0,0
Angola,Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0
Angola,Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283,0,0,0.586,5.635,2.759,0.767,0.839,5.781,0,0,0
Angola,Russian Federation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0,0,0,0,0,0,0,0,0,0,0
Angola,Turkey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0,0,0
Angola,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.423,0,0,0,0,0,6.068,0,0,0,0,0
Angola,South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.242,0,38.231,0.013,0,0.184,43.946,0,0,0,0,0
Anguila,Netherlands Antilles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anguila,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anguila,United States,0,0,0,0,0,0,0,0,0,0,0,0,0.826,0,0.021,0,0,0,0,0.087,0,0,0,0,0,0,0,0,0,0,0
Anguila,Netherlands Antilles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.044,0,0,0.134,0.158,0,0,0,0,0,0,0,0,0,0
Anguila,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0
Anguila,United States,0,0,0,0,0,0,0,0,0,0,0,0,1.093,0,0,0.114,0.031,0,0.038,0.106,0,0,0,0,0,0,0,0,0,0,0
Albania,Bulgaria,0,0,0,0,0,0,0,0,0,5.466,305.202,205.735,6.254,0,0,0,485.928,2016.254,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,Bosnia and Herzegovina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.789,0,0,0,0,0,0
Albania,Canada,0,0,0,0,0,0,0,0,0,0,57.913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,Switzerland,0,0,0,0,0,0,0,0,953.121,381.459,0,376.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353.377,0,0,0,1448.662,0,0,0,0,0,0,0
Albania,France,0,0,0,0,0,0,0,0,8188.055,445.638,0,313.878,0,0,0,0.4,340.463,0,0,0,0,0,0,0,2485.736,1265.574,0,0,0,0,0
Albania,United Kingdom,0,0,0,0,0,0,0,0,1661.646,3934.764,0,0,0,144.644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,Greece,0,0,0,0,0,0,0,0,354.227,18.097,3.574,0,7.676,0,3.974,0.6,15.444,4.902,6.118,938.157,0,0,7.804,24.8,0,0.167,0,0,0,0,0
Albania,Croatia,0,0,0,0,0,0,0,0,7.87,653.761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454.501,0,0,0,0,0,0
Albania,Hungary,0,0,0,0,0,0,0,0,0,318.103,129.087,173.339,0,0,0,0,0,0,0,0,1581.638,0,0,0,0,0,0,0,0,0,0
Albania,India,0,0,0,0,0,0,0,0,2483.373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0,0,0
Albania,Italy,0,0,0,0,0,0,0,0,1028.552,1656.058,2.029,13.568,0,0,0,3.121,0.248,30.755,0,0,377.588,969.643,615.012,0,41.442,5.619,0,0,0,0,0
Albania,Kazakhstan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1217.924,2172.942,0,0,0,0,0,0,0,0,0,0,0
Albania,Moldova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362.509,1022.977,0,0,0,0,0,0,0,0,0,0,0
Albania,"Macedonia, FYR",0,0,0,0,0,0,0,0,3506.284,0,11.877,7.974,5.527,0,0,0,0,0,0,3.208,0.404,0,6.973,1.671,10.29,0,141.43,366.198,261.03,143.816,0
Albania,Netherlands,0,0,0,0,0,0,0,0,1199.339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,Poland,0,0,0,0,0,0,0,0,16.991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,Romania,0,0,0,0,0,0,0,0,15572.364,0,0,227.647,0,0,0,0,0,0,1884.463,0,0,0,322.833,0,0,0,0,0,0,0,0
Albania,Russian Federation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2475.853,0,1980.227,7781.789,4013.521,656.277,0,0,0,0,0,0,0,0,0,0,0
Albania,"Serbia, FR(Serbia/Montenegro)",0,0,0,0,0,0,0,0,26.379,0,0,0,0.601,0,331.878,0,39.538,2.937,40.782,915.527,974.412,24.833,214.206,228.398,382.449,340.922,671.043,38.789,271.443,155.426,0
Albania,Slovenia,0,0,0,0,0,0,0,0,0,0,218.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,Turkey,0,0,0,0,0,0,0,0,7.609,0,0,0,0,0,0,0,1.365,8.358,8.007,10.541,0,0,0,0,0,0,0,0,0,0,0
Albania,Ukraine,0,0,0,0,0,0,0,0,2054.402,0,0,548.689,0,0,281.423,0,802.437,1532.287,5707.552,1834.368,0,0,0,0,0,0,0,0,0,0,0
Albania,Unspecified,0,0,0,0,0,0,0,0,0,0,0.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0.433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,United States,0,0,0,0,0,0,0,0,4789.036,0,0,0,0,336.965,0,0,1652.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,Argentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3982.446,619.895,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,Bulgaria,0,0,0,0,0,0,0,0,0,5.141,1061.809,4337.334,5075.45,3442.577,1955.748,384.858,1396.883,2323.956,3178.137,38.526,8277.366,147.535,12.508,38.47,2034.917,1854.103,0,0,0,0,0
Albania,Bosnia and Herzegovina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380.014,318.736,0,0,0,0,0
Albania,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7117.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.101,0,498.125,63.896,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0.02,0,0,0,0,0,0
Albania,Czech Republic,0,0,0,0,0,0,0,0,0,0,0,663.101,0,0,0,4607.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,Germany,0,0,0,0,0,0,0,0,0,0,0,0,881.769,0,0,684.412,0,0,0,0,0,1817.917,0,3590.929,0,0.127,0,0,0,0,0
Albania,France,0,0,0,0,0,0,0,0,688.565,948.211,372.248,455.513,3345.164,1941.235,0.75,2591.836,5880.337,0.605,485.531,1.065,1075.749,0.818,12910.405,40434.672,6215.844,8459.48,0,0,0,0,0
Albania,United Kingdom,0,0,0,0,0,0,0,0,3427.257,415.182,0,0,0,684.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,Greece,0,0,0,0,0,0,0,0,0,0,1.723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,Greece,0,0,0,0,0,0,0,0,143.274,259.737,22.629,0.987,24.255,5.728,186.453,9.265,441.513,538.232,3.325,19.915,1128.415,41.997,12.252,9.917,25.035,15.05,0,0,0,0,0
Albania,Croatia,0,0,0,0,0,0,0,0,0,128.669,382.519,163.806,4830.495,3286.205,383.28,737.163,1827.396,0,0,140.196,1035.652,8335.433,6242.222,3332.636,4576.257,3078.758,2420.338,0,0,0,0
Albania,Hungary,0,0,0,0,0,0,0,0,8.777,424.712,2706.301,264.772,0,2725.433,1824.234,1330.959,534.575,1070.465,0,1130.064,18168.049,7183.788,1830.643,2352.624,216.969,2768.613,0,1669.22,0,0,0
Albania,Iraq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536.362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.361,0,0,0,0,0
Albania,Italy,0,0,0,0,0,0,0,0,559.572,3141.928,1293.167,490.861,626.424,49.983,138.313,91.916,230.46,295.392,360.315,520.001,743.826,457.641,801.602,1040.47,1081.602,391.938,692.639,461.654,428.073,313.904,0
Albania,Kazakhstan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247.922,0,0,649.263,0,11909.812,0,1353.147,3798.428,2603.365,2080.306,0,0,0,0,0
Albania,Moldova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.298,0,0,0,1074.92,656.874,0,0,3911.286,0,0,0,0,0,0,0,0
Albania,"Macedonia, FYR",0,0,0,0,0,0,0,0,0,0,10.237,19.474,1.309,0,0,2.998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,"Macedonia, FYR",0,0,0,0,0,0,0,0,1137.99,26.763,35.891,15.249,0,8.371,0.102,0,0,0,1.789,2.934,16.228,0.033,0,5.721,0,0,526.945,1181.438,324.498,716.675,0
Albania,Malta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247.922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,Paraguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,929.562,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,Romania,0,0,0,0,0,0,0,0,1693.173,455.636,1436.68,2296.104,0,0,0,0,0,0,0,0,5271.591,0,258.632,0,0,1099.88,0,0,0,0,0
Albania,Russian Federation,0,0,0,0,0,0,0,0,0,0,1786.554,0,289.575,1030.095,14790.082,23522.376,21074.14,26580.697,26786.304,64742.845,36278.919,35602.917,38288.064,42632.603,67123.617,50352.254,27821.878,39604.412,26986.598,25453.255,0
Albania,"Serbia, FR(Serbia/Montenegro)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.435,34.052,0,0,35.992,0,7.637,0,0,195.305,0,0
Albania,"Serbia, FR(Serbia/Montenegro)",0,0,0,0,0,0,0,0,35.138,0,8.804,0.842,626.684,0.264,1910.878,0,3241,170.502,323.658,1614.131,2089.245,531.516,741.301,4323.077,78.146,8963.692,8979.233,12393.057,14766.323,11969.004,0
Albania,Slovak Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048.966,0,0,0,0,0,0,0,0,0,0
Albania,Slovenia,0,0,0,0,0,0,0,0,0,1499.634,805.334,253.43,265.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,Syrian Arab Republic,0,0,0,0,0,0,0,0,0,0,0,314.529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,Turkey,0,0,0,0,0,0,0,0,0,0,0,1037.651,1575.73,6106.308,0,0,10.943,9.327,12.739,23.28,11.414,8.453,0,12.389,0.687,0,0,0,0,0,0
Albania,Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420.085,606.183,0,3552.809,5747.332,4039.644,7163.542,1686.733,1005.574,3177.221,872.966,0,0,0,0,0,0
Albania,Uruguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2286.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,2091.046,2115.737,0,1272.398,0,0,0,21.73,0,0,563.497,0,0,0,0,0,0,0
Andorra,Spain,0,0,0,0,0,0,0,4.644,10.95,7.034,2.416,0,0.927,0.849,0,0.915,2.036,0,0.888,0,0,0,1.381,3.454,0.108,0.068,0,0,0,0,0
Andorra,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.777,0,0,0,0,0,0,0,0
Andorra,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0.473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andorra,Spain,0,0,0,0,0,0,0,25.273,8.526,14.534,20.783,17.94,17.506,16.241,18.736,21.704,24.084,0,21.172,27.711,23.527,13.857,13.612,10.491,23.151,16.439,8.087,0,0,0,0
Andorra,Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.559,0,0,0,0,0,0,0,0,0,0
Andorra,Unspecified,0,0,0,0,0,0,0,0,0,0,0.02,0.319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands Antilles,China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands Antilles,Colombia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.675,0,0,0,0,0,0,0,0,0,0,0
Netherlands Antilles,Dominican Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.976,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands Antilles,Trinidad and Tobago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.087,0,0,0,0,0,0,0,0,0,0
Netherlands Antilles,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.422,3.135,8.559,4.602,0,0,0,0,0,0,0,0,0,0
Netherlands Antilles,Venezuela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0
Netherlands Antilles,Colombia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383,1.1,0.303,0,0,0,0,0,0,0,0,0,0
Netherlands Antilles,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.465,0,0.774,0.556,0,0,0,0,0,0,0,0,0,0
Netherlands Antilles,Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93,0,0.063,0,0,0,0,0,0,0,0,0,0
Netherlands Antilles,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.526,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands Antilles,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.717,1.667,3.598,20.726,0,0,0,0,0,0,0,0,0,0
Netherlands Antilles,Venezuela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.381,2532.013,0,0,0,0,0,44.147,0,341.497,0,0
United Arab Emirates,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.154,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,Bahrain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.419,0,0,0,0
United Arab Emirates,Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322.791,0,0,0,0,0,23254.325,21494.541,11189.025,14822.379,0,0
United Arab Emirates,China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089,0,0,0,0
United Arab Emirates,"Egypt, Arab Rep.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.677,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165,0,0
United Arab Emirates,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6314.69,0,0,0,0,0,0,0,11273.834,6215.978,3618.209,762.406,0,0
United Arab Emirates,"Iran, Islamic Rep.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,"Iran, Islamic Rep.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.055,0,10.892,5.5,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,Iraq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.193,4.203,0,0,0,0
United Arab Emirates,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.449,0,0,0,0
United Arab Emirates,Jordan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.223,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,Kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,Kuwait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,Lebanon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,4.256,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076,0,0,0
United Arab Emirates,Oman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.619,0,159.033,51.938,0,0,0,0,1.879,0.98,5.044,4.217,0,0
United Arab Emirates,Oman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.788,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.165,0,0,13.697,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,Occ.Pal.Terr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.953,0,0,0,0
United Arab Emirates,Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.044,8.387,17.465,0,0,0
United Arab Emirates,Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.027,0,0,114.931,0,0,0,0,0,82.418,0,0,0,0
United Arab Emirates,Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.121,1.382,0,0,0,0,49.942,84.746,11.621,0,0,0
United Arab Emirates,Somalia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.623,0,0,0,0
United Arab Emirates,Syrian Arab Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.66,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,Thailand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.195,0,0
United Arab Emirates,Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.988,0,0,0,0,0
United Arab Emirates,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2047.948,0,0,0,0
United Arab Emirates,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942,0,0,0,0,0,88.893,0,0,0,0,0
United Arab Emirates,Yemen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,Yemen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212.039,0,10.002,25.174,0,0,0,8.896,0,0.417,0,0,0,0
United Arab Emirates,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,Argentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42217.233,0,16898.029,39110.368,0,0,0,0,8594.517,0,0,0,0,0
United Arab Emirates,Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62636.197,0,15749.468,9875.655,0,0,0,2589.521,63015.7,15118.997,17648.296,19486.266,0,0
