ReporterName,PartnerName,1988 in 1000 USD ,1989 in 1000 USD ,1990 in 1000 USD ,1991 in 1000 USD ,1992 in 1000 USD ,1993 in 1000 USD ,1994 in 1000 USD ,1995 in 1000 USD ,1996 in 1000 USD ,1997 in 1000 USD ,1998 in 1000 USD ,1999 in 1000 USD ,2000 in 1000 USD ,2001 in 1000 USD ,2002 in 1000 USD ,2003 in 1000 USD ,2004 in 1000 USD ,2005 in 1000 USD ,2006 in 1000 USD ,2007 in 1000 USD ,2008 in 1000 USD ,2009 in 1000 USD ,2010 in 1000 USD ,2011 in 1000 USD ,2012 in 1000 USD ,2013 in 1000 USD ,2014 in 1000 USD ,2015 in 1000 USD ,2016 in 1000 USD ,2017 in 1000 USD ,2018 in 1000 USD 
Spain,Dominican Republic,0,0,0,0,0,0,0,0,0,0,0,0,1.732,0,2.14,2.401,5.207,3.789,2.121,7.182,9.275,4.991,7.587,0,0,0,5.712,3.205,0,0,0
Spain,Algeria,0,0,0,0,0,0,604.303,0,0,0,0,0,0,7.25,7.566,7.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Ecuador,0,0,0,6.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,"Egypt, Arab Rep.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4289.464,0,16.108,0,0,0,0,0,0,0,0
Spain,Estonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3874.385,3366.325,0,0,3275.831,0,4664.34,672.51,5023.56,7859.507,10254.514,4071.198,9074.645,0
Spain,Ethiopia(includes Eritrea),0,885.87,1212.477,0,19.787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Finland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925.063,2415.587,2413.063,1952.338,0,752.229,3411.398,12674.287,11259.998,8617.085,9472.036,19608.259,11268.738,0,0
Spain,France,0,822.471,612.612,302.12,447.279,1142.701,1717.058,1306.829,1494.72,858.191,1791.367,1812.545,5533.984,3149.13,1035.755,731.268,488.253,334.921,233.329,2747.686,1346.755,851.242,2032.608,6248.857,2292.943,1436.443,1234.123,3007.928,2160.894,2673.617,0
Spain,France,0,25597.882,53067.372,162201.248,167950.624,227010.192,200069.52,268529.536,215697.44,207153.792,190839.2,213037.866,145021.897,162520.176,100556.997,150260.543,178244.581,257662.173,219662.275,198456.92,265623.758,216177.577,215299.275,248542.228,230749.68,292128.357,376074.332,233258.946,215717.276,268422.242,0
Spain,United Kingdom,0,5234.561,8449.169,6017.879,98.479,0,1802.104,0,0,77.23,671.536,0,0,3.748,101.929,0,0,3.916,1350.162,0,0,1166.7,1998.199,0.39,1346.447,2113.691,0,6.521,0,0.171,0
Spain,United Kingdom,0,0,85977.8,240888.144,123124.096,51185.136,109132.592,160045.696,133406.04,193004.592,173842.256,104946.976,107427.278,65802.265,55257.816,151754.775,167787.545,206867.806,138023.13,195005.043,160262.749,156837.966,212505.671,104692.039,115501.781,21244.149,81009.532,80455.919,184008.058,22028.338,0
Spain,Georgia,0,0,0,0,0,0,729.989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Gibraltar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.501,0.077,0.291,0.265,0.807,2.357,0.566,0.727,0.517,1.915,1.361,0.33,0.843,0.621,0
Spain,Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928.603,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.288,0,0,0,0
Spain,Greece,0,7455.915,7420.99,2631.73,1.399,13.096,26.048,0,7.793,7.523,2.531,0,419.435,89.659,87.43,24.333,35.009,0,0,0,35.74,0,6.401,0,0,0,0,0,0,55.727,0
Spain,Greece,0,0,0,0,0,668.461,828.609,0,0,1117.692,104.868,225.942,0,34.186,9669.972,9895.205,0,12183.503,10801.98,0,0,10031.725,0,0,0,0,0,1467.295,4.124,0,0
Spain,Guatemala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121,0,0,0,0,0,0,0,0
Spain,"Hong Kong, China",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.316,0,2.042,0,0,0
Spain,Honduras,0,0,385.548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Croatia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,1200.858,1727.689,0,0,0,0,0
Spain,Hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.717,0,0,0,0,0,0,0,0
Spain,Hungary,0,0,0,0,0,0,0,0,0,6395.696,1901.658,0,0,0,73.403,0,0,20870.839,20575.706,6.623,5.676,2151.732,0,0,0,2471.812,8847.802,16806.36,17.328,222.09,0
Spain,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2981.92,0.006,0,0,0,0,0,0,0,0,0.141,0.919,1.021,0.441,0.047,0
Spain,Ireland,0,705.38,639.127,0,446.815,0,0,0,0,0,0,0,0,0,0,653.434,0,0,317.502,0,0,0,1.377,0,0,0,0,0,0,0,0
Spain,Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0.355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,"Iran, Islamic Rep.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,1.22,0
Spain,Iraq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702.726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Israel,0,0,0,0,0,0,1310.352,0,0,0,0,0,0,0,0.002,0,0.011,0,0,0,0,0,0,0,0.177,0,0,0.013,0.019,0.008,0
Spain,Israel,0,0,0,0,0,1.416,0,0,0,0,0,0.51,0.109,0,1.433,2.14,0,4.543,0,0,0,0,0.422,0,0,0,0.153,0,0.183,0,0
Spain,Italy,0,8694.463,7583.879,4635.439,560.929,1015.082,4815.021,208.79,1653.105,150.881,19.084,581.249,133.168,665.316,346.868,1207.635,117.628,80.908,1.809,2784.736,3188.722,45.829,6274.845,59.002,1299.621,5289.053,94.177,233.097,279.696,35.427,0
Spain,Italy,0,10.657,0,0,18.855,11224.694,790.947,2083.299,634.509,38.06,7511.422,2793.38,78.741,56.141,600.474,52.97,5602.584,1702.809,35.024,6486.741,354.007,60.932,187.487,4006.139,564.674,279.963,450.96,381.064,375.698,279.248,0
Spain,Jordan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Jordan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.252,0,0,0,0,0,0,0
Spain,Japan,0,0,0,0,1.834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Kazakhstan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.624,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Kazakhstan,0,0,0,0,0,0,0,0,0,0,0,3092.199,940.765,0,5770.796,3911.414,0,14.571,2299.113,3227.943,48160.734,2461.683,1120.158,3479.549,10555.122,0,0,0,0.358,0,0
Spain,Lebanon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.972,0,0,0,5.779,0,0,0,0.831,0,0,0,0
Spain,Lebanon,0,0,0,0,0,0,0,1.937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.932,2.224,0,0
Spain,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094,0
Spain,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5188.537,0.176,0,42910.426,26159.203,6560.653,0,17917.742,20945.856,25866.412,31280.644,6277.262,42269.832,86352.678,82178.152,58755.416,0
Spain,Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.833,0,0,0,0,0,0,0,0,0,0,1076.161,6588.895,643.98,0
Spain,Latvia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0.899,0.083,0,0,0,0,0,0,0
Spain,Latvia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1656.854,2387.594,0,12248.95,9063.999,4244.188,1443.077,16735.196,23563.416,17691.824,12202.447,8933.531,30710.646,24648.819,61907.686,49095.565,0
Spain,Morocco,0,3.441,12.826,0,79.867,70.673,0,0,0,0,0,0,0,1.018,0.012,0,0,0,0,310.829,18.913,0.223,257.131,334.705,413.799,294.598,284.116,591.067,1567.133,891.251,0
Spain,Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0
Spain,Moldova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6547.168,0,0,0,2182.408,0,0,863.814,0,0,0,0,0,0,11049.947,8409.909,0
Spain,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.003,0.002,0
Spain,Mexico,0,0,0,0,0,0,0,0,0,0.897,1.719,0,0,0,0,0,0,0,0,0,0.436,0.48,0,0.589,0.31,0.624,0.361,0.318,0.757,0.44,0
Spain,Mali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.013,0,0,0,0,0
Spain,Malta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.021,0
Spain,Montenegro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308,0,0,0,0,0,0,0,0
Spain,Mozambique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131,0,0,0,0,0,0,0,0,0
Spain,Mauritania,0,0,0,0,0,1317.602,0,0,0,0,5.458,886.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133,0,0
Spain,Netherlands,0,79.7,22.025,0,0,1448.937,670.985,720.04,0,0,0,0,0,478.481,0,0,823.427,0,0,0,0,0,0,0,6467.572,665.653,0,0.991,303.199,0,0
Spain,Netherlands,0,8.555,0,225.19,0,5733.549,520.212,258.055,32.529,1528.447,673.179,521.302,21.154,47.342,31.817,755.745,1597.971,20.919,5.823,5449.312,13409.877,934.553,11956.225,791.517,15747.401,30.952,64.239,13030.226,13875.555,3290.081,0
Spain,Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126,0,0,0,0,0,0,0,0,0,0,0,0
Spain,New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.405,15.872,0,0,0
Spain,Oman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.077,0,0,0,0,0,0,0,0,0,0,0
Spain,Peru,0,0,0,0,305.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Peru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,1.604,5.059,12.924,0.935,24.268,18.994,18.475,10.416,6.323,1.177,0,4.031,4.976,0,0
Spain,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.557,0,0,0,0,0.083,0,0.042,0
Spain,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3781.058,750.535,3771.418,4602.739,7380.173,2987.767,1222.912,42261.799,20409.494,1356.644,2010.504,44845.26,48197.947,8779.267,60524.196,53536.034,0
Spain,Portugal,0,1843.642,622.925,2256.714,2650.617,5848.775,7929.381,8992.681,5818.968,4527.376,6902.43,4595.107,3873.084,4188.373,3302.223,6387.695,9593.227,6358.796,7902.445,13724.013,12347.599,4711.887,5023.756,13325.407,10389.732,18468.916,52024.878,32210.058,25077.902,10682.28,0
Spain,Portugal,0,0,0,1167.08,5783.651,3541.531,2594.027,4656.153,2205.963,11985.126,8840.695,8898.413,8522.743,16251.307,15612.936,14033.781,8861.496,17335.317,18494.531,15340.776,12141.792,13412.942,11154.361,11002.803,4330.542,1453.658,588.932,748.517,2255.215,2619.239,0
Spain,Romania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.881,0,0.025,0,0,45.793,71.05,8.426,13.151,0,66.848,0,12.383,0,0,0,0
Spain,Romania,0,0,0,0,0,0,0,1071.883,0,175.069,0,0,0,2626.052,8107.552,104.091,3640.164,25985.399,37493.72,7707.885,29148.705,113957.916,67500.599,28007.175,79761.317,44455.058,76702.315,56265.428,57337.856,81584.797,0
Spain,Russian Federation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.124,0,0,0,0,0,0,0,0,0,0
Spain,Russian Federation,0,0,0,0,0,0,0,0,0,0,285.898,0,0,518.678,36012.918,22267.924,20469.395,8450.485,16275.869,32643.67,9817.604,9558.817,8094.335,109360.609,129921.785,24709.314,25153.33,22924.672,15861.439,4768.869,0
Spain,Saudi Arabia,0,0,0,0,797.851,15021.796,2071.56,1187.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Fm Sudan,0,882.91,1176.211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,"Serbia, FR(Serbia/Montenegro)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.619,0,16.63,0,0,0,0,0,0
Spain,"Serbia, FR(Serbia/Montenegro)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,17640.457,0,0,4716.252,17.911,1.455,0,0,0,13411.937,7606.261,26786.557,16683.576,6125.868,9061.722,3065.181,0
Spain,El Salvador,0,0,481.686,0,1142.704,0,0,0,0,0,0,95.673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Slovak Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.612,0,0,0,0,0,0,0,0
Spain,Slovak Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,963.631,0,0,0,0,1199.9,0,0,0
Spain,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.459,0,0,0,0,0,0,0,0
Spain,Sweden,0,0,0,0,0,0,0,0,0,0,0,0,304.908,0,0,0,0,0,0,0,0,0,0,0,0,0,8.184,8.089,0.01,3.996,0
Spain,Sweden,0,0,0,0,0,0,0,0,0,5184.207,26186.744,16734.617,584.554,15442.108,7655.366,8221.967,14267.194,15956.562,21151.312,25180.467,17291.317,19634.534,22359.892,26674.408,13802.538,4001.541,42103.826,52755.075,23814.395,28093.092,0
Spain,Syrian Arab Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0,0.113,0,0,0,0,0,0.064,0,0,0,0,0,0,0,0
Spain,Tunisia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0.369,0.197,0.193,1.207,2286.879,2099.697,813.838,2.962,0,0,0,0,0,0,0
Spain,Turkey,0,0,2099.745,0,0,0,824.56,0,0,0,0,0,0,0,896.724,0.759,0,0,33.91,21.834,21.775,0,4.937,0,63.127,257.918,12.943,84.659,135.2,0.029,0
Spain,Turkey,0,0,0,0,0,0,1013.29,4110.813,279.828,0,0,0,0,0,0,0,0.049,0,0,0.139,0,0.108,2247.229,0,0,9161.522,0,0,0.386,0,0
Spain,Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182,0,0,0
Spain,Ukraine,0,0,0,0,0,0,0,0,0,0,681.364,0,0,82778.722,286103.357,5840.256,46702.355,190172.742,32721.088,29512.915,468964.094,301313.469,12210.312,216330.559,389230.719,2347.992,147987.782,128530.397,90697.098,109342.773,0
Spain,Unspecified,0,0,0.234,0.284,0.366,0.316,0.43,0.003,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Unspecified,0,3.278,0.06,1840.879,0.255,0.052,0.323,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064,3.984,0,40.551,21892.935,13.514,0
Spain,Uruguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9883.36,0,0,0,0,0
Spain,United States,0,0,0,0,0,0,0,8.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,United States,0,3244.905,3523.541,3123.663,3594.06,3897.176,3707.183,21072.836,15710.693,31703.324,50297.308,38909.893,15386.883,60534.027,51295.534,71307.111,88235.72,94189.298,24628.682,256085.14,144499.651,26704.718,69242.187,87359.487,134574.545,96811.724,12380.69,3701.073,19989.651,0,0
Spain,Holy See,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Venezuela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2435.402,0,0,0,0,0,0,0,0,0,0
Spain,Vietnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144,0,0,0,0,0,0,0,0,0,0,0,0
Spain,South Africa,0,0,1380.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,"Congo, Dem. Rep.",0,0,738.281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Zimbabwe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052,0,0.011,0,0,0
Spain,Zimbabwe,0,0,0,0,0,0,0,0,4072.695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,Belarus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391,0
Estonia,China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.542,0,0,0,0,0,0,0,0,0
Estonia,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385.522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.775,0,0,0.01,0,0,0,0.057,0,0.116,0,0,0
Estonia,Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611.799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,Denmark,0,0,0,0,0,0,0,0,221.3,0,0,0,195.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.528,0,0,0,0,0,0,0,0,0,0,0
Estonia,Estonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,Finland,0,0,0,0,0,0,0,0,0,103.873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,Finland,0,0,0,0,0,0,0,0,0,0,3.679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.107,0,0,0,4.191,0
Estonia,United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.131,0.125,0,0.048,0
Estonia,Hungary,0,0,0,0,0,0,0,0,0,0,0,6.639,0,0,0,0,0,0,0,0,16.278,0,0,0,0,0,0,0,0,0,0
Estonia,Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0
Estonia,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0.123,0.087,0,0.062,0.019,0.02,0,0,0,0,0
Estonia,Kazakhstan,0,0,0,0,0,0,0,0,415.257,0,5.959,0,0,0,0,16.33,0,0,0,499.78,0,0,0,0,0,0,0,0,0,0,0
Estonia,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0,9.058,0,0,0,0,0,0,0,244.033,0,0,0,0,0,0,0,0,0,0
Estonia,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469.014,0,0,0,2.501,4.486,0.117,0,0,0,11.74,16.33,3.034,5.3,2.219,11.342
Estonia,Latvia,0,0,0,0,0,0,0,0,0,299.693,0,0,79.217,0,0,0,0,0,0,93.275,0,0,0,0,0,0,0,0,0,0,0
Estonia,Latvia,0,0,0,0,0,0,0,0,0,11.305,0,0,29.517,0,0,0,0,541.47,389.583,0,0,196.94,0,0,0,0,0,0,0,0,0
Estonia,Russian Federation,0,0,0,0,0,0,0,0,115.292,256.664,410.467,0,0,0,0,40.61,19.692,0,0,0,0,0,0,0,0,0,0,0,0,0.078,0.04
Estonia,Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,Turkey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0
Estonia,Ukraine,0,0,0,0,0,0,0,104.427,99.436,0,51.429,90.037,37.935,0,70.175,7.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,Unspecified,0,0,0,0,0,0,0,0,0,0.147,0,0.157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461
Estonia,United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.347,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,Austria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.12,0,0,0,0
Estonia,Austria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.632,0,40.698,0,0,0
Estonia,Belarus,0,0,0,0,0,0,0,0,0,36.345,0,0,22.468,0,0,484.952,127.911,0,0,0,44.176,0,0,0,0,0,0,0,0,0,0
Estonia,Switzerland,0,0,0,0,0,0,0,0,579.935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.945
Estonia,Czech Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124,0,0,11.842,12.95,0,12.723
Estonia,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.053,0,4546.487,10256.626,2291.586,7920.201,12411.242,7124.366,1370.279,14955.752,6053.764,16770.856,1981.832,5072.546
Estonia,Germany,0,0,0,0,0,0,0,410.872,1285.423,858.638,2.884,5.416,174.714,4.984,9.358,0,2026.644,59.864,0,2.47,733.14,7.905,94.177,7.004,59.118,873.794,31.336,8.665,1.581,17.092,135.236
Estonia,Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.561,0,896.878,0,1640.948,2099.989,1206.04,435.707,1004.512,12871.961,1985.225,1604.989,2103.768,1269.171,2070.452,3983.159
Estonia,Denmark,0,0,0,0,0,0,0,404.883,0,85.266,0,310.891,5467.621,116.077,3.803,0,522.095,0,0,0,0,3.118,2842.64,6.522,18.219,10.436,4.384,0,5.485,6.893,27.114
Estonia,Algeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8866.087,0,0,29335.743,4814.276,21026.064,0
Estonia,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500.533,0,0,0,850.439,1993.782,2980.192,1189.345,3234.462,3742.123,4259.06,8706.259,6162.588,11885.407
Estonia,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.625
Estonia,Estonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,Finland,0,0,0,0,0,0,0,0,0,29.884,0,0,0,0,568.441,1.848,0,0,3.588,0,0,0,1367.062,1119.125,16599.241,3062.582,874.714,1566.098,181.802,7397.982,3250.91
Estonia,Finland,0,0,0,0,0,0,0,315.248,6.835,16.85,4.535,6.785,3.941,0.703,0,1.422,472.317,0.916,0,0,0,9.245,78.946,1029.251,433.991,0.746,25.178,143.699,122.374,458.622,46.733
Estonia,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2061.155,0,0,0,0,2776.53,0,0,0
Estonia,United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,887.64,0,0,336.489,4358.574,0,1361.758,3727.503,654.31,0
Estonia,United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.02,0,0,0,831.556,0,3.358,13.562,6.029,0,16.4,0,3.555,0.016,0
Estonia,Hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.659,0,0
Estonia,Hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1234.485,205.932,0,13024.216,5930.298,0,0,2310.15,0,503.343
Estonia,Iraq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20450.962,0,0,0,0,0
Estonia,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388.031,0,0,0,0,0,0,0,0,898.823,0,0,1841.802,0,1302.863,0
Estonia,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294,1.288,0
Estonia,Kazakhstan,0,0,0,0,0,0,0,9.237,25.781,753.125,409.327,1500.763,262.188,0,971.032,1103.688,0,0,47.958,990.432,0,0,0,33.311,23.118,1108.327,0,0,0,0,0
Estonia,Kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4558.929,0,0,0,20713.57,6904.883,7232.03,0,0
Estonia,Libya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3449.454,0,0,0,0,0,0,0,0,0,0
Estonia,Lithuania,0,0,0,0,0,0,0,12.436,0,0,4.449,5.753,131.143,0,162.504,55.955,7.164,3.771,16.274,0,3128.111,879.311,120,33.731,31.592,1605.266,151.442,6590.898,621.318,1125.325,14842.085
Estonia,Lithuania,0,0,0,0,0,0,0,6.402,4.843,7.814,43.24,48.222,149.256,652.07,354.115,2759.394,3057.299,828.761,24.711,156.748,3335.258,1441.968,375.731,469.073,1106.039,1179.893,258.922,327.467,1476.161,325.226,2495.189
